 0.106410E-01  0.131449E+04  0.534425E+01
 0.112500E-01  0.132838E+04  0.896058E+01
 0.118580E-01  0.131877E+04  0.136283E+02
 0.124660E-01  0.130666E+04  0.711139E+01
 0.130740E-01  0.130468E+04  0.660725E+01
 0.136820E-01  0.130109E+04  0.510168E+01
 0.142900E-01  0.129149E+04  0.684264E+01
 0.148980E-01  0.128185E+04  0.115630E+02
 0.155060E-01  0.127615E+04  0.626820E+01
 0.161140E-01  0.126325E+04  0.599024E+01
 0.167220E-01  0.125139E+04  0.484741E+01
 0.173300E-01  0.124014E+04  0.375117E+01
 0.179380E-01  0.123286E+04  0.320465E+01
 0.185460E-01  0.121786E+04  0.340285E+01
 0.191550E-01  0.120748E+04  0.301941E+01
 0.197630E-01  0.119383E+04  0.258843E+01
 0.203710E-01  0.118266E+04  0.243358E+01
 0.209790E-01  0.117164E+04  0.306365E+01
 0.215870E-01  0.115642E+04  0.256872E+01
 0.221950E-01  0.113988E+04  0.376483E+01
 0.228030E-01  0.112546E+04  0.271055E+01
 0.234110E-01  0.111260E+04  0.241811E+01
 0.240190E-01  0.109739E+04  0.248517E+01
 0.246270E-01  0.108880E+04  0.285595E+01
 0.252350E-01  0.107243E+04  0.220425E+01
 0.258430E-01  0.105794E+04  0.250372E+01
 0.264520E-01  0.104256E+04  0.234824E+01
 0.270600E-01  0.102725E+04  0.254722E+01
 0.276680E-01  0.100171E+04  0.331756E+01
 0.282760E-01  0.992911E+03  0.165261E+01
 0.288840E-01  0.977386E+03  0.141653E+01
 0.294920E-01  0.961470E+03  0.147856E+01
 0.301000E-01  0.945327E+03  0.156652E+01
 0.307080E-01  0.929277E+03  0.138137E+01
 0.313160E-01  0.910856E+03  0.155452E+01
 0.319240E-01  0.898205E+03  0.143269E+01
 0.325320E-01  0.879907E+03  0.154009E+01
 0.331400E-01  0.864438E+03  0.152171E+01
 0.337480E-01  0.847051E+03  0.161678E+01
 0.343570E-01  0.831799E+03  0.137058E+01
 0.349650E-01  0.813553E+03  0.143616E+01
 0.355730E-01  0.798629E+03  0.139764E+01
 0.361810E-01  0.781430E+03  0.146009E+01
 0.367890E-01  0.766682E+03  0.133781E+01
 0.373970E-01  0.751367E+03  0.136929E+01
 0.380050E-01  0.735254E+03  0.136056E+01
 0.386130E-01  0.718421E+03  0.145276E+01
 0.392210E-01  0.702586E+03  0.144723E+01
 0.398290E-01  0.687835E+03  0.132993E+01
 0.404370E-01  0.672654E+03  0.143771E+01
 0.410450E-01  0.657545E+03  0.175935E+01
 0.416540E-01  0.641259E+03  0.182498E+01
 0.422620E-01  0.627377E+03  0.170908E+01
 0.428700E-01  0.611701E+03  0.174741E+01
 0.434780E-01  0.597149E+03  0.164786E+01
 0.440860E-01  0.581352E+03  0.177435E+01
 0.446940E-01  0.569506E+03  0.156134E+01
 0.453020E-01  0.555091E+03  0.158677E+01
 0.459100E-01  0.541833E+03  0.147621E+01
 0.465180E-01  0.528857E+03  0.152169E+01
 0.471260E-01  0.515699E+03  0.137334E+01
 0.477340E-01  0.502160E+03  0.143565E+01
 0.483420E-01  0.489835E+03  0.132428E+01
 0.489500E-01  0.476587E+03  0.134924E+01
 0.495590E-01  0.464886E+03  0.141293E+01
 0.501670E-01  0.453349E+03  0.126288E+01
 0.507750E-01  0.440612E+03  0.118959E+01
 0.513830E-01  0.429550E+03  0.119495E+01
 0.519910E-01  0.418773E+03  0.114945E+01
 0.525990E-01  0.408295E+03  0.104518E+01
 0.532070E-01  0.396905E+03  0.114409E+01
 0.538150E-01  0.387847E+03  0.104176E+01
 0.544230E-01  0.376389E+03  0.102335E+01
 0.550310E-01  0.367066E+03  0.973048E+00
 0.556390E-01  0.357386E+03  0.967112E+00
 0.562470E-01  0.348055E+03  0.900128E+00
 0.568550E-01  0.338994E+03  0.923215E+00
 0.574630E-01  0.330160E+03  0.874017E+00
 0.580720E-01  0.321389E+03  0.833321E+00
 0.586800E-01  0.313313E+03  0.847104E+00
 0.592880E-01  0.305445E+03  0.788753E+00
 0.598960E-01  0.297388E+03  0.781830E+00
 0.605040E-01  0.289884E+03  0.769203E+00
 0.611120E-01  0.281997E+03  0.738592E+00
 0.617200E-01  0.275046E+03  0.678035E+00
 0.623280E-01  0.267815E+03  0.731357E+00
 0.629360E-01  0.261289E+03  0.640989E+00
 0.635440E-01  0.254404E+03  0.634968E+00
 0.641520E-01  0.248505E+03  0.605958E+00
 0.647600E-01  0.241941E+03  0.590938E+00
 0.653680E-01  0.236058E+03  0.553249E+00
 0.659770E-01  0.230032E+03  0.582665E+00
 0.665850E-01  0.224578E+03  0.531986E+00
 0.671930E-01  0.219350E+03  0.515332E+00
 0.678010E-01  0.214348E+03  0.508029E+00
 0.684090E-01  0.209359E+03  0.488860E+00
 0.690170E-01  0.204260E+03  0.460938E+00
