 Merge of: C_1.dat C_2_scaled.d                                                                                                                                                                                                                                 
C_1.dat       Conc = .10E+01  Mult = .10E+01  N1 =    1  N2 =  509  SCALE =  1
C_2_scaled.d  Conc = .10E+01  Mult = .10E+01  N1 =  110  N2 =  509  SCALE =  1
 0.106410E-01  0.430126E+02  0.367922E+01
 0.112500E-01  0.480155E+02  0.247904E+01
 0.118580E-01  0.438071E+02  0.114519E+01
 0.124660E-01  0.456549E+02  0.127502E+01
 0.130740E-01  0.441614E+02  0.164690E+01
 0.136820E-01  0.449953E+02  0.139793E+01
 0.142900E-01  0.446801E+02  0.113802E+01
 0.148980E-01  0.446750E+02  0.956415E+00
 0.155060E-01  0.440337E+02  0.142605E+01
 0.161140E-01  0.439315E+02  0.108756E+01
 0.167220E-01  0.454453E+02  0.922034E+00
 0.173300E-01  0.454704E+02  0.857777E+00
 0.179380E-01  0.458138E+02  0.895336E+00
 0.185460E-01  0.461318E+02  0.774871E+00
 0.191550E-01  0.454463E+02  0.676528E+00
 0.197630E-01  0.449114E+02  0.705677E+00
 0.203710E-01  0.447241E+02  0.709286E+00
 0.209790E-01  0.445479E+02  0.540226E+00
 0.215870E-01  0.447282E+02  0.578611E+00
 0.221950E-01  0.441557E+02  0.588964E+00
 0.228030E-01  0.446202E+02  0.657725E+00
 0.234110E-01  0.447885E+02  0.553928E+00
 0.240190E-01  0.450483E+02  0.491807E+00
 0.246270E-01  0.453004E+02  0.627099E+00
 0.252350E-01  0.448709E+02  0.503034E+00
 0.258430E-01  0.448380E+02  0.500406E+00
 0.264520E-01  0.441595E+02  0.422950E+00
 0.270600E-01  0.438987E+02  0.384518E+00
 0.276680E-01  0.435718E+02  0.402288E+00
 0.282760E-01  0.433013E+02  0.428657E+00
 0.288840E-01  0.433473E+02  0.460522E+00
 0.294920E-01  0.428676E+02  0.430810E+00
 0.301000E-01  0.436262E+02  0.473423E+00
 0.307080E-01  0.429166E+02  0.383100E+00
 0.313160E-01  0.432210E+02  0.397304E+00
 0.319240E-01  0.427405E+02  0.369573E+00
 0.325320E-01  0.429713E+02  0.402885E+00
 0.331400E-01  0.423862E+02  0.388765E+00
 0.337480E-01  0.414050E+02  0.370395E+00
 0.343570E-01  0.414878E+02  0.344771E+00
 0.349650E-01  0.412694E+02  0.369647E+00
 0.355730E-01  0.413371E+02  0.389870E+00
 0.361810E-01  0.410852E+02  0.448271E+00
 0.367890E-01  0.411629E+02  0.390507E+00
 0.373970E-01  0.409628E+02  0.375970E+00
 0.380050E-01  0.402232E+02  0.386037E+00
 0.386130E-01  0.404155E+02  0.332171E+00
 0.392210E-01  0.396282E+02  0.342591E+00
 0.398290E-01  0.396117E+02  0.343020E+00
 0.404370E-01  0.389902E+02  0.312990E+00
 0.410450E-01  0.386645E+02  0.318363E+00
 0.416540E-01  0.385706E+02  0.314766E+00
 0.422620E-01  0.384053E+02  0.331521E+00
 0.428700E-01  0.386497E+02  0.364608E+00
 0.434780E-01  0.384645E+02  0.338248E+00
 0.440860E-01  0.378768E+02  0.321909E+00
 0.446940E-01  0.377021E+02  0.317860E+00
 0.453020E-01  0.376510E+02  0.327864E+00
 0.459100E-01  0.372625E+02  0.310018E+00
 0.465180E-01  0.372152E+02  0.299689E+00
 0.471260E-01  0.369790E+02  0.283166E+00
 0.477340E-01  0.365485E+02  0.307639E+00
 0.483420E-01  0.364510E+02  0.297864E+00
 0.489500E-01  0.361562E+02  0.256126E+00
 0.495590E-01  0.359772E+02  0.279505E+00
 0.501670E-01  0.358088E+02  0.267550E+00
 0.507750E-01  0.354163E+02  0.284066E+00
 0.513830E-01  0.350548E+02  0.270907E+00
 0.519910E-01  0.346993E+02  0.252612E+00
 0.525990E-01  0.346373E+02  0.245252E+00
 0.532070E-01  0.338861E+02  0.240226E+00
 0.538150E-01  0.340024E+02  0.243029E+00
 0.544230E-01  0.337685E+02  0.263010E+00
 0.550310E-01  0.333869E+02  0.260555E+00
 0.556390E-01  0.332512E+02  0.251510E+00
 0.562470E-01  0.327173E+02  0.248684E+00
 0.568550E-01  0.323062E+02  0.252052E+00
 0.574630E-01  0.319183E+02  0.253055E+00
 0.580720E-01  0.317449E+02  0.256490E+00
 0.586800E-01  0.312405E+02  0.257047E+00
 0.592880E-01  0.312146E+02  0.229819E+00
 0.598960E-01  0.306007E+02  0.230667E+00
 0.605040E-01  0.307818E+02  0.240062E+00
 0.611120E-01  0.303031E+02  0.258136E+00
 0.617200E-01  0.300322E+02  0.241316E+00
 0.623280E-01  0.296818E+02  0.251011E+00
 0.629360E-01  0.293412E+02  0.242210E+00
 0.635440E-01  0.291413E+02  0.263118E+00
 0.641520E-01  0.286307E+02  0.249791E+00
 0.647600E-01  0.284438E+02  0.244000E+00
 0.653680E-01  0.280259E+02  0.243244E+00
 0.659770E-01  0.282290E+02  0.247313E+00
 0.665850E-01  0.278213E+02  0.217807E+00
 0.671930E-01  0.275329E+02  0.235623E+00
 0.678010E-01  0.273650E+02  0.242552E+00
 0.684090E-01  0.270925E+02  0.238248E+00
 0.690170E-01  0.264139E+02  0.251450E+00
 0.696250E-01  0.262927E+02  0.206987E+00
 0.702330E-01  0.259056E+02  0.203789E+00
 0.708410E-01  0.256492E+02  0.202210E+00
 0.714490E-01  0.254548E+02  0.233121E+00
 0.720570E-01  0.252577E+02  0.204315E+00
 0.726650E-01  0.250006E+02  0.214360E+00
 0.732730E-01  0.251462E+02  0.249544E+00
 0.738810E-01  0.248407E+02  0.330671E+00
 0.744900E-01  0.245088E+02  0.286295E+00
