0.016	0.99741	0.00273
0.032	0.99517	0.00273
0.048	0.98869	0.00273
0.064	0.98289	0.00273
0.08	0.98088	0.00273
0.096	0.98121	0.00273
0.112	0.97585	0.00273
0.128	0.97181	0.00273
0.144	0.97824	0.00273
0.16	0.97863	0.00273
0.176	0.97102	0.00273
0.192	0.97003	0.00273
0.208	0.97041	0.00273
0.224	0.97005	0.00273
0.24	0.9676	0.00273
0.256	0.96375	0.00273
0.272	0.96228	0.00273
0.288	0.96778	0.00273
0.304	0.96887	0.00273
0.32	0.9662	0.00273
0.336	0.96131	0.00273
0.352	0.96284	0.00273
0.368	0.96493	0.00273
0.384	0.96393	0.00273
0.4	0.96406	0.00273
0.416	0.959	0.00273
0.432	0.96145	0.00273
0.448	0.95962	0.00273
0.464	0.96059	0.00273
0.48	0.95826	0.00273
0.496	0.96231	0.00273
0.512	0.95951	0.00273
0.528	0.95904	0.00273
0.544	0.95691	0.00273
0.56	0.96006	0.00273
0.576	0.95497	0.00273
0.592	0.95649	0.00273
0.608	0.95549	0.00273
0.624	0.95461	0.00273
0.64	0.95745	0.00273
0.656	0.95512	0.00273
0.672	0.95449	0.00273
0.688	0.95363	0.00273
0.704	0.95572	0.00273
0.72	0.96116	0.00273
0.736	0.95444	0.00273
0.752	0.95571	0.00273
0.768	0.95076	0.00273
0.784	0.95756	0.00273
0.8	0.95662	0.00273
0.816	0.95897	0.00273
0.832	0.95245	0.00273
0.848	0.95298	0.00273
0.864	0.95676	0.00273
0.88	0.95413	0.00273
0.896	0.95376	0.00273
0.912	0.95539	0.00273
0.928	0.95465	0.00273
0.944	0.95248	0.00273
0.96	0.95323	0.00273
0.976	0.95119	0.00273
0.992	0.95366	0.00273
1.008	0.9518	0.00273
1.024	0.95579	0.00273
1.04	0.95217	0.00273
1.056	0.95522	0.00273
1.072	0.95159	0.00273
1.088	0.95383	0.00273
1.104	0.95101	0.00273
1.12	0.94812	0.00273
1.136	0.95795	0.00273
1.152	0.95779	0.00273
1.168	0.95466	0.00273
1.184	0.95352	0.00273
1.2	0.95467	0.00273
1.216	0.9584	0.00273
1.232	0.95128	0.00273
1.248	0.95223	0.00273
1.264	0.95372	0.00273
1.28	0.95043	0.00273
1.296	0.95815	0.00273
1.312	0.9527	0.00273
1.328	0.95343	0.00273
1.344	0.95571	0.00273
1.36	0.95709	0.00273
1.376	0.95358	0.00273
1.392	0.95304	0.00273
1.408	0.95362	0.00273
1.424	0.9569	0.00273
1.44	0.95271	0.00273
1.456	0.95232	0.00273
1.472	0.95248	0.00273
1.488	0.95164	0.00273
1.504	0.95514	0.00273
1.52	0.95329	0.00273
1.536	0.95211	0.00273
1.552	0.95426	0.00273
1.568	0.96071	0.00273
1.584	0.95121	0.00273
1.6	0.95321	0.00273
1.616	0.95756	0.00273
1.632	0.95533	0.00273
1.648	0.95854	0.00273
1.664	0.95279	0.00273
1.68	0.95746	0.00273
1.696	0.9569	0.00273
1.712	0.9523	0.00273
1.728	0.95567	0.00273
1.744	0.95485	0.00273
1.76	0.95854	0.00273
1.776	0.95926	0.00273
1.792	0.95573	0.00273
1.808	0.95695	0.00273
1.824	0.95991	0.00273
1.84	0.95954	0.00273
1.856	0.95653	0.00273
1.872	0.95123	0.00273
1.888	0.95509	0.00273
1.904	0.96148	0.00273
1.92	0.96087	0.00273
1.936	0.95407	0.00273
