0.010641 52.520998 0.653849
0.011250 54.641770 4.955450
0.011858 63.925123 1.070278
0.012466 55.029992 1.539106
0.013074 56.612228 0.861739
0.013682 53.573765 1.185855
0.014290 56.040265 1.470888
0.014898 52.798469 1.256531
0.015506 54.286982 0.951033
0.016114 52.652016 0.979914
0.016722 52.528674 0.869011
0.017330 50.310845 0.942185
0.017938 51.552852 0.676885
0.018546 53.400712 0.989050
0.019155 52.522473 0.708813
0.019763 51.279378 0.980808
0.020371 50.409921 0.838671
0.020979 50.692610 0.744268
0.021587 50.244680 0.692320
0.022195 50.416815 0.648906
0.022803 50.166060 0.593478
0.023411 49.570268 0.731945
0.024019 49.985327 0.577010
0.024627 49.745797 0.511086
0.025235 50.420623 0.433794
0.025843 49.660748 0.396290
0.026452 48.680581 0.456682
0.027060 48.324958 0.469493
0.027668 47.725927 0.402518
0.028276 46.682900 0.405172
0.028884 47.530785 0.429029
0.029492 47.237040 0.529113
0.030100 45.404826 0.513405
0.030708 46.475936 0.414431
0.031316 44.775133 0.374562
0.031924 44.590369 0.341785
0.032532 44.050872 0.381029
0.033140 43.422846 0.358532
0.033748 42.886387 0.448732
0.034357 42.895898 0.407655
0.034965 42.620034 0.435523
0.035573 41.556540 0.441895
0.036181 41.207581 0.393794
0.036789 40.899153 0.377594
0.037397 40.013596 0.350843
0.038005 39.734815 0.431114
0.038613 39.926775 0.337643
0.039221 38.944589 0.358195
0.039829 38.510631 0.367331
0.040437 37.860037 0.363112
0.041045 37.384733 0.370883
0.041654 36.889374 0.314316
0.042262 36.093326 0.370923
0.042870 36.063925 0.313718
0.043478 35.681010 0.295024
0.044086 35.049928 0.349754
0.044694 34.669233 0.321506
0.045302 34.191881 0.349876
0.045910 34.214815 0.325712
0.046518 33.576561 0.317949
0.047126 33.137719 0.330082
0.047734 32.853848 0.283762
0.048342 31.865590 0.321647
0.048950 31.452769 0.271977
0.049559 31.024877 0.282996
0.050167 30.722701 0.277906
0.050775 30.063218 0.265762
0.051383 29.567808 0.234305
0.051991 29.349732 0.310261
0.052599 29.452495 0.234348
0.053207 28.089113 0.272804
0.053815 27.790082 0.230104
0.054423 27.578882 0.276228
0.055031 27.234565 0.242938
0.055639 26.416179 0.269215
0.056247 26.114553 0.218744
0.056855 25.233888 0.251802
0.057463 25.550071 0.235043
0.058072 24.493474 0.222391
0.058680 24.416959 0.257350
0.059288 23.958530 0.225968
0.059896 23.875363 0.250230
0.060504 22.950022 0.236040
0.061112 22.817492 0.236647
0.061720 22.380928 0.220523
0.062328 21.991044 0.237902
0.062936 21.327359 0.240648
0.063544 21.180601 0.267964
0.064152 21.255563 0.266128
0.064760 20.434885 0.369965
0.065368 20.114138 0.245094
0.065977 19.373092 0.258077
0.066585 19.307642 0.245299
0.067193 18.699159 0.211955
0.067801 18.379310 0.211272
0.068409 18.317944 0.208724
0.069017 17.942160 0.233724
0.069625 17.766828 0.225622
0.070233 17.237247 0.214215
