0.010641 4.024815 0.676161
0.011250 8.766104 3.130945
0.011858 10.304761 3.077988
0.012466 10.440623 1.523898
0.013074 5.688767 1.198663
0.013682 11.296461 1.121741
0.014290 8.866067 1.317222
0.014898 11.018245 0.938790
0.015506 12.382262 1.336793
0.016114 8.663277 0.942547
0.016722 12.011980 0.703069
0.017330 11.079177 0.877656
0.017938 12.710360 0.952831
0.018546 12.319671 0.844776
0.019155 11.316509 0.746156
0.019763 12.191817 0.676006
0.020371 11.457065 0.620653
0.020979 10.854230 0.885723
0.021587 11.566796 0.561723
0.022195 11.208777 0.769204
0.022803 10.824780 0.495230
0.023411 10.446176 0.529073
0.024019 10.620774 0.483245
0.024627 11.138590 0.509519
0.025235 10.758975 0.390134
0.025843 10.776061 0.397368
0.026452 10.430919 0.418486
0.027060 10.822817 0.313552
0.027668 10.874476 0.323508
0.028276 11.376781 0.370198
0.028884 10.671292 0.372143
0.029492 11.055323 0.429189
0.030100 10.442886 0.427549
0.030708 10.893085 0.354277
0.031316 10.531825 0.426847
0.031924 10.473583 0.322359
0.032532 10.475099 0.393536
0.033140 10.145418 0.344375
0.033748 11.011321 0.306357
0.034357 10.784534 0.292205
0.034965 10.340463 0.382024
0.035573 9.622512 0.277323
0.036181 9.636825 0.277832
0.036789 9.747974 0.330732
0.037397 8.898772 0.247920
0.038005 9.508529 0.288318
0.038613 9.881506 0.341598
0.039221 8.774163 0.378070
0.039829 9.215232 0.319365
0.040437 9.287070 0.311922
0.041045 9.171433 0.243223
0.041654 9.033154 0.261681
0.042262 9.190559 0.277259
0.042870 8.747133 0.274899
0.043478 8.517449 0.280400
0.044086 8.433808 0.273901
0.044694 8.293898 0.270943
0.045302 8.411805 0.274533
0.045910 8.616725 0.273118
0.046518 8.190602 0.281648
0.047126 8.629670 0.286504
0.047734 8.015366 0.280070
0.048342 8.146521 0.284643
0.048950 7.473657 0.230394
0.049559 7.786844 0.246593
0.050167 7.283575 0.247181
0.050775 7.485219 0.283567
0.051383 7.568864 0.251401
0.051991 7.886214 0.303726
0.052599 7.856255 0.221898
0.053207 7.602152 0.252455
0.053815 7.076083 0.213054
0.054423 6.884183 0.231877
0.055031 6.589240 0.222819
0.055639 7.013545 0.230508
0.056247 6.825504 0.250741
0.056855 6.615628 0.217388
0.057463 6.565503 0.218725
0.058072 6.671821 0.178363
0.058680 6.607958 0.221861
0.059288 6.759274 0.202454
0.059896 6.303301 0.234068
0.060504 6.616136 0.218118
0.061112 6.306313 0.219403
0.061720 6.068667 0.183369
0.062328 5.933586 0.240593
0.062936 5.888145 0.206819
0.063544 6.184373 0.210529
0.064152 5.462432 0.221150
0.064760 5.816883 0.199781
0.065368 5.798055 0.206114
0.065977 5.850882 0.218202
0.066585 5.606762 0.184862
0.067193 5.356100 0.211647
0.067801 5.137961 0.200743
0.068409 5.152891 0.185747
0.069017 5.126610 0.217268
0.069625 5.105536 0.201148
0.070233 4.857880 0.194710
0.070841 5.058084 0.202877
0.071449 4.522829 0.198625
0.072057 4.673264 0.186709
0.072665 4.788481 0.190528
0.073273 5.047164 0.181616
0.073881 4.597113 0.190714
0.074490 4.457809 0.199519
0.075098 4.434406 0.199965
0.075706 4.664953 0.176698
0.076314 4.622778 0.179050
0.076922 4.730083 0.184989
0.077530 4.636157 0.184128
0.078138 4.234172 0.194181
0.078746 4.355620 0.191535
0.079354 4.490202 0.192448
0.079962 4.405894 0.175662
0.080570 4.031063 0.184587
0.081178 3.884657 0.156167
0.081786 3.640638 0.189487
0.082394 3.866481 0.180870
0.083002 4.010674 0.174036
